State,ZipCode,TaxRegionName,EstimatedCombinedRate,StateRate,EstimatedCountyRate,EstimatedCityRate,EstimatedSpecialRate,RiskLevel
UT,84774,LA VERKIN TR,0.067500,0.048499,0.003500,0.010000,0.005500,0
UT,84775,WAYNE,0.063500,0.048499,0.015000,0.000000,0.000000,0
UT,84776,TROPIC SP,0.083500,0.048499,0.015000,0.010000,0.010000,0
UT,84779,VIRGIN,0.074500,0.048499,0.016000,0.010000,0.000000,0
UT,84780,SAINT GEORGE TR,0.067500,0.048499,0.003500,0.010000,0.005500,0
UT,84781,WASHINGTON,0.064500,0.048499,0.016000,0.000000,0.000000,0
UT,84782,WASHINGTON,0.064500,0.048499,0.016000,0.000000,0.000000,0
UT,84783,WASHINGTON,0.064500,0.048499,0.016000,0.000000,0.000000,0
UT,84784,WASHINGTON,0.064500,0.048499,0.016000,0.000000,0.000000,0
UT,84790,SAINT GEORGE TR,0.067500,0.048499,0.003500,0.010000,0.005500,0
UT,84791,SAINT GEORGE TR,0.067500,0.048499,0.003500,0.010000,0.005500,0
